dataset,hidden_layers,learning_rate,activation,optimizer,epochs,avg_f1_score
1_ef_b.csv,"[15, 15, 15]",0.001,tanh,sgd,50,0.3995318323628526
1_ef_b.csv,"[15, 15, 15]",0.001,tanh,rmsprop,10,0.8575607504913115
1_ef_b.csv,"[15, 15, 15]",0.001,tanh,rmsprop,25,0.862604825261851
1_ef_b.csv,"[15, 15, 15]",0.001,tanh,rmsprop,50,0.8537600589088002
1_ef_b.csv,"[15, 15, 15]",0.01,relu,adam,10,0.8524956004014212
1_ef_b.csv,"[15, 15, 15]",0.01,relu,adam,25,0.8507175980843262
1_ef_b.csv,"[15, 15, 15]",0.01,relu,adam,50,0.8584218064258003
1_ef_b.csv,"[15, 15, 15]",0.01,relu,sgd,10,0.2635416666666667
1_ef_b.csv,"[15, 15, 15]",0.01,relu,sgd,25,0.5282663170163171
1_ef_b.csv,"[15, 15, 15]",0.01,relu,sgd,50,0.30822805624525157
1_ef_b.csv,"[15, 15, 15]",0.01,relu,rmsprop,10,0.8477685492801772
1_ef_b.csv,"[15, 15, 15]",0.01,relu,rmsprop,25,0.84927865755716
1_ef_b.csv,"[15, 15, 15]",0.01,relu,rmsprop,50,0.8519115040902067
1_ef_b.csv,"[15, 15, 15]",0.01,tanh,adam,10,0.8563071242465634
1_ef_b.csv,"[15, 15, 15]",0.01,tanh,adam,25,0.8474189501992706
1_ef_b.csv,"[15, 15, 15]",0.01,tanh,adam,50,0.8529067330434554
1_ef_b.csv,"[15, 15, 15]",0.01,tanh,sgd,10,0.5512887413029728
1_ef_b.csv,"[15, 15, 15]",0.01,tanh,sgd,25,0.564974850980412
1_ef_b.csv,"[15, 15, 15]",0.01,tanh,sgd,50,0.6841363101675154
1_ef_b.csv,"[15, 15, 15]",0.01,tanh,rmsprop,10,0.8510913888717093
1_ef_b.csv,"[15, 15, 15]",0.01,tanh,rmsprop,25,0.8544262671977094
1_ef_b.csv,"[15, 15, 15]",0.01,tanh,rmsprop,50,0.849712030618971
1_ef_b.csv,"[15, 15, 15]",0.1,relu,adam,10,0.8409025470653377
1_ef_b.csv,"[15, 15, 15]",0.1,relu,adam,25,0.8586271107123213
1_ef_b.csv,"[15, 15, 15]",0.1,relu,adam,50,0.8520408670941491
1_ef_b.csv,"[15, 15, 15]",0.1,relu,sgd,10,0.4098970267321331
1_ef_b.csv,"[15, 15, 15]",0.1,relu,sgd,25,0.47722239814780415
1_ef_b.csv,"[15, 15, 15]",0.1,relu,sgd,50,0.8473203257067421
1_ef_b.csv,"[15, 15, 15]",0.1,relu,rmsprop,10,0.6009775641025641
1_ef_b.csv,"[15, 15, 15]",0.1,relu,rmsprop,25,0.41945512820512826
1_ef_b.csv,"[15, 15, 15]",0.1,relu,rmsprop,50,0.4052311066126856
1_ef_b.csv,"[15, 15, 15]",0.1,tanh,adam,10,0.8643548296434342
1_ef_b.csv,"[15, 15, 15]",0.1,tanh,adam,25,0.8521702160341441
1_ef_b.csv,"[15, 15, 15]",0.1,tanh,adam,50,0.8591088311082575
1_ef_b.csv,"[15, 15, 15]",0.1,tanh,sgd,10,0.7675710563945859
1_ef_b.csv,"[15, 15, 15]",0.1,tanh,sgd,25,0.8473795591882288
1_ef_b.csv,"[15, 15, 15]",0.1,tanh,sgd,50,0.8591120022953438
1_ef_b.csv,"[15, 15, 15]",0.1,tanh,rmsprop,10,0.8153467114109025
1_ef_b.csv,"[15, 15, 15]",0.1,tanh,rmsprop,25,0.8545389825511863
1_ef_b.csv,"[15, 15, 15]",0.1,tanh,rmsprop,50,0.8336630583551076
1_ef_b.csv,"[15, 15, 15, 15]",0.001,relu,adam,10,0.5824800260126347
1_ef_b.csv,"[15, 15, 15, 15]",0.001,relu,adam,25,0.7246829887948308
1_ef_b.csv,"[15, 15, 15, 15]",0.001,relu,adam,50,0.8115881319985014
1_ef_b.csv,"[15, 15, 15, 15]",0.001,relu,sgd,10,0.20550502335828424
1_ef_b.csv,"[15, 15, 15, 15]",0.001,relu,sgd,25,0.46559294871794876
1_ef_b.csv,"[15, 15, 15, 15]",0.001,relu,sgd,50,0.4767511655011655
1_ef_b.csv,"[15, 15, 15, 15]",0.001,relu,rmsprop,10,0.8368004354149908
1_ef_b.csv,"[15, 15, 15, 15]",0.001,relu,rmsprop,25,0.8532302011696403
1_ef_b.csv,"[15, 15, 15, 15]",0.001,relu,rmsprop,50,0.8407984883156508
1_ef_b.csv,"[15, 15, 15, 15]",0.001,tanh,adam,10,0.6310842028342029
1_ef_b.csv,"[15, 15, 15, 15]",0.001,tanh,adam,25,0.8279743462617268
1_ef_b.csv,"[15, 15, 15, 15]",0.001,tanh,adam,50,0.8421220592273224
1_ef_b.csv,"[15, 15, 15, 15]",0.001,tanh,sgd,10,0.4109798534798535
1_ef_b.csv,"[15, 15, 15, 15]",0.001,tanh,sgd,25,0.21726495726495726
1_ef_b.csv,"[15, 15, 15, 15]",0.001,tanh,sgd,50,0.3504948960328164
1_ef_b.csv,"[15, 15, 15, 15]",0.001,tanh,rmsprop,10,0.8565649369575808
1_ef_b.csv,"[15, 15, 15, 15]",0.001,tanh,rmsprop,25,0.8536984285943895
1_ef_b.csv,"[15, 15, 15, 15]",0.001,tanh,rmsprop,50,0.850098731677679
1_ef_b.csv,"[15, 15, 15, 15]",0.01,relu,adam,10,0.8503663642676083
1_ef_b.csv,"[15, 15, 15, 15]",0.01,relu,adam,25,0.8521269730127239
1_ef_b.csv,"[15, 15, 15, 15]",0.01,relu,adam,50,0.855992206109673
1_ef_b.csv,"[15, 15, 15, 15]",0.01,relu,sgd,10,0.45862070838765756
1_ef_b.csv,"[15, 15, 15, 15]",0.01,relu,sgd,25,0.19998397435897436
1_ef_b.csv,"[15, 15, 15, 15]",0.01,relu,sgd,50,0.5542948717948718
1_ef_b.csv,"[15, 15, 15, 15]",0.01,relu,rmsprop,10,0.8462353682325556
1_ef_b.csv,"[15, 15, 15, 15]",0.01,relu,rmsprop,25,0.8694718062792752
1_ef_b.csv,"[15, 15, 15, 15]",0.01,relu,rmsprop,50,0.8562995319433145
1_ef_b.csv,"[15, 15, 15, 15]",0.01,tanh,adam,10,0.8591120022953438
1_ef_b.csv,"[15, 15, 15, 15]",0.01,tanh,adam,25,0.8583253127763799
1_ef_b.csv,"[15, 15, 15, 15]",0.01,tanh,adam,50,0.8519759971127193
1_ef_b.csv,"[15, 15, 15, 15]",0.01,tanh,sgd,10,0.35691332218506133
1_ef_b.csv,"[15, 15, 15, 15]",0.01,tanh,sgd,25,0.36423263027295283
1_ef_b.csv,"[15, 15, 15, 15]",0.01,tanh,sgd,50,0.38733681079269316
1_ef_b.csv,"[15, 15, 15, 15]",0.01,tanh,rmsprop,10,0.8608386552706875
1_ef_b.csv,"[15, 15, 15, 15]",0.01,tanh,rmsprop,25,0.8456777814100468
1_ef_b.csv,"[15, 15, 15, 15]",0.01,tanh,rmsprop,50,0.8673197674372343
1_ef_b.csv,"[15, 15, 15, 15]",0.1,relu,adam,10,0.8363508484561116
1_ef_b.csv,"[15, 15, 15, 15]",0.1,relu,adam,25,0.859664287536628
1_ef_b.csv,"[15, 15, 15, 15]",0.1,relu,adam,50,0.8558002655903897
1_ef_b.csv,"[15, 15, 15, 15]",0.1,relu,sgd,10,0.5227253469710367
1_ef_b.csv,"[15, 15, 15, 15]",0.1,relu,sgd,25,0.5007451079622133
1_ef_b.csv,"[15, 15, 15, 15]",0.1,relu,sgd,50,0.5435889670555938
1_ef_b.csv,"[15, 15, 15, 15]",0.1,relu,rmsprop,10,0.39892628205128206
1_ef_b.csv,"[15, 15, 15, 15]",0.1,relu,rmsprop,25,0.4666185897435898
1_ef_b.csv,"[15, 15, 15, 15]",0.1,relu,rmsprop,50,0.39892628205128206
1_ef_b.csv,"[15, 15, 15, 15]",0.1,tanh,adam,10,0.846146311868466
